contigName	contigLen	totalAvgDepth	Specific1_Cen01_95.bam	Specific1_Cen01_95.bam-var	Specific1_Cen03_95.bam	Specific1_Cen03_95.bam-var	Specific1_Cen04_95.bam	Specific1_Cen04_95.bam-var	Specific1_Cen05_95.bam	Specific1_Cen05_95.bam-var	Specific1_Cen06_95.bam	Specific1_Cen06_95.bam-var	Specific1_Cen07_95.bam	Specific1_Cen07_95.bam-var	Specific1_Cen10_95.bam	Specific1_Cen10_95.bam-var	Specific1_Cen12_95.bam	Specific1_Cen12_95.bam-var	Specific1_Cen13_95.bam	Specific1_Cen13_95.bam-var	Specific1_Cen14_95.bam	Specific1_Cen14_95.bam-var	Specific1_Cen15_95.bam	Specific1_Cen15_95.bam-var	Specific1_Cen16_95.bam	Specific1_Cen16_95.bam-var	Specific1_Cen17_95.bam	Specific1_Cen17_95.bam-var
PROKKA_00424 Hypoxic response protein 1	411	56.9016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5671	33.9663	8.91571	12.8884	2.72031	2.54138	15.2452	14.7541	0	0
PROKKA_00425 spermidine synthase	1593	67.4343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.6944	64.8122	9.51282	9.10743	2.57311	3.39814	16.2717	23.9288	0	0
PROKKA_00426 hypothetical protein	480	58.7304	0	0	0	0	0	0	0	0	0	0	0	0	0.254545	0.190329	0	0	39.3	29.0223	9.85455	3.9164	0.154545	0.156802	15.3273	3.39734	0	0
PROKKA_00427 hypothetical protein	339	57.5408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.0106	35.1453	10.9788	4.97709	2.89947	1.70606	18.1905	11.5975	0	0
PROKKA_00428 putative ferredoxin-like protein	348	52.5202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.3788	68.7271	6.69697	2.38691	1.85354	0.604112	16.7727	8.45675	0	0
PROKKA_00429 hypothetical protein	495	77.1728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.5913	104.352	10.5942	7.98682	3.21159	6.2685	17.5188	10.4815	0	0
PROKKA_00430 Assimilatory nitrite reductase [NAD(P)H] small subunit	321	59.5432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.7602	94.6151	5.40351	1.30093	3.17544	0.851393	12.2573	8.12072	0	0
PROKKA_00431 Chagasin family peptidase inhibitor I42	354	49.8166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.0098	45.8136	5.48039	7.89414	1.80882	0.806217	13.9706	11.7632	0	0
PROKKA_00432 D-alanine aminotransferase	837	73.9771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9985	56.0881	7.2329	7.19725	0.908297	0.738713	19.5648	11.3429	0	0
PROKKA_00433 Ribosome maturation factor RimP	510	62.5267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.8778	58.1375	4.81944	3.19963	5.91944	7.79255	10.9222	2.63769	0	0
PROKKA_00434 hypothetical protein	1185	69.6858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.999	77.6642	8.56135	9.44691	3.41063	4.19819	18.0454	13.3659	0	0
PROKKA_00435 Translation initiation factor IF-2	2646	80.2453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.8934	74.6511	10.3866	21.7058	2.30889	3.65755	17.7692	24.4776	0	0
PROKKA_00436 hypothetical protein	282	42.9972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.5758	34.5415	6.35606	2.10889	1.57576	0.244911	4.76515	1.38978	0	0
PROKKA_00437 Ribosome-binding factor A	444	67.6505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.8878	72.9021	8.69388	2.75069	0.795918	0.22442	18.2381	10.3169	0	0
PROKKA_00438 tRNA pseudouridine synthase B	987	72.4001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.5699	99.8719	7.94146	6.42172	4.14815	5.19124	13.7348	11.9592	0	0
PROKKA_00439 hypothetical protein	270	43.7925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.95	59.563	2.325	0.357914	0	0	16.15	9.4229	0	0
PROKKA_00440 Polyribonucleotide nucleotidyltransferase	2115	79.6763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.6132	83.1468	9.10076	9.96875	4.36947	4.37943	19.9964	38.7454	0	0
PROKKA_00441 Protease 3 precursor	1254	69.5186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.0426	69.9607	7.41123	8.3498	1.58605	0.687423	14.6585	4.8827	0	0
PROKKA_00442 hypothetical protein	510	66.9183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.7528	18.4991	8.90833	12.2526	5.39167	1.65766	16.3	6.30083	0	0
PROKKA_00443 hypothetical protein	660	77.1535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.2529	42.3445	7.7098	13.4122	2.64902	2.88605	24.7784	12.1978	0	0
PROKKA_00444 DNA mismatch repair protein MutS	2643	67.1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.1091	107.013	8.13999	10.0905	2.50702	1.56112	17.2824	28.2861	0	0
PROKKA_00445 putative integral membrane protein	345	57.1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.1077	83.0523	3.61538	1.85646	1.60513	1.57811	15.9641	7.49045	0	0
PROKKA_00446 AP-4-A phosphorylase	273	47.7555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.1138	58.1025	8.30894	5.49793	5.7561	0.93496	12.0163	4.61229	0	0
PROKKA_00447 hypothetical protein	585	52.8837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.4966	68.9556	5.94253	9.37365	1.52874	0.307802	11.1241	13.2783	0	0
PROKKA_00448 molybdopterin biosynthesis-like protein MoeZ	387	50.3101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.6498	25.2582	7.1519	1.72506	1.25316	0.376314	10.6034	4.77991	0	0
PROKKA_00449 hypothetical protein	207	28.9471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.2632	0	7.7193	0	0	0	11.5439	0	0	0
PROKKA_00450 Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein	474	72.1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.6728	111.967	8.49383	7.28345	2.97222	3.28139	13.7068	5.29912	0	0
PROKKA_00451 hydroxyacylglutathione hydrolase	903	48.7446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.842	44.9745	5.36653	7.25115	1.91899	3.24519	12.8579	13.3482	0	0
PROKKA_00452 Catechol-2,3-dioxygenase	447	60.1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.4411	45.9085	8.0303	2.55333	2.18519	0.403518	18.4646	21.0331	0	0
PROKKA_00453 Quercetin 2,3-dioxygenase	885	63.2303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.9782	49.8685	5.86122	4.08401	2.16054	1.22355	17.2082	4.92488	0	0
PROKKA_00454 NAD(P)H azoreductase	858	53.8906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.4958	50.5608	7.2726	7.58291	1.55367	1.34126	17.2034	8.38584	0	0
PROKKA_00455 Putative oxidoreductase MhqP	444	61.5735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.4388	24.2623	7.77211	4.15302	3.64626	1.25806	16.966	11.2905	0	0
PROKKA_00456 Inner membrane transport permease YbhS	1143	69.1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.6576	90.8812	7.43001	6.1241	2.29305	1.39575	18.1712	22.1816	0	0
PROKKA_00457 hypothetical protein	267	41.5723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.9829	19.0279	12.9658	5.36664	1.79487	0.606249	13.1282	2.36472	0	0
PROKKA_00458 Glycine--tRNA ligase alpha subunit	942	76.7564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.4747	57.1354	7.74747	7.60234	4.06061	0.780257	19.8283	19.5011	0	0
PROKKA_00459 Cysteine metabolism repressor	465	53.9364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.8032	25.6992	5.9619	1.19316	5.00952	2.48499	16.0889	5.40155	0	0
PROKKA_00460 Sulfate-binding protein precursor	1071	54.0667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.7633	10.1343	10.5277	6.04016	1.90771	3.11982	17.9001	25.2694	0	0
PROKKA_00461 Sulfate transport system permease protein CysW	867	59.4945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.735	51.1378	11.8522	16.2753	2.42538	1.43446	11.3543	7.83291	0	0
PROKKA_00462 Sulfate transport system permease protein CysW	798	63.4369	0	0	0	0	0	0	0	0	0	0	0	0	0.464506	0.468703	0	0	39.4043	13.1925	8.68981	7.01382	2.76852	2.11456	15.4985	16.5286	0	0
PROKKA_00463 Sulfate/thiosulfate import ATP-binding protein CysA	1092	62.9173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.1136	104.076	10.0297	40.6459	0.942675	1.43725	15.1433	10.8064	0	0
PROKKA_00464 Fibronectin type III domain protein	384	36.2079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.1368	21.6111	4.81624	1.13204	2.04701	1.08125	12.5641	6.37696	0	0
PROKKA_00465 Glucosyl-3-phosphoglycerate/mannosyl-3-phosphoglycerate phosphatase	828	69.7866	0	0	0	0	0	0	0	0	0	0	0	0	0.439528	0.247387	0	0	43.4263	88.1271	5.00737	1.55108	2.3997	2.75757	22.0767	33.3401	0	0
PROKKA_00466 putative MscS family protein YkuT	930	59.228	0	0	0	0	0	0	0	0	0	0	0	0	0.387179	0.376215	0	0	34.8487	63.0524	7.91282	8.35052	2.85	2.02187	15.8577	16.7155	0	0
PROKKA_00467 potassium/proton antiporter	567	56.6522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.0408	28.0069	7.94484	3.98065	1.76499	2.00116	17.6043	25.9535	0	0
PROKKA_00468 Inner membrane protein YbiR	1341	68.6267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.8069	119.899	7.94039	5.89494	2.15365	2.41716	16.7204	17.3995	0	0
PROKKA_00469 Transketolase	1869	67.837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.1984	46.5139	7.69459	10.5182	2.64805	1.2226	18.662	37.4804	0	0
PROKKA_00470 Anaerobic regulatory protein	705	63.7416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.3856	33.8655	7.6973	5.4208	2.75315	1.37245	14.8811	11.3542	0	0
PROKKA_00471 Copper-containing nitrite reductase precursor	999	69.7928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.8092	64.7981	8.32391	6.33684	2.2073	1.52842	16.298	8.13175	0	0
PROKKA_00472 hypothetical protein	555	48.0488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.1852	297.014	10.5111	8.59901	4.61235	4.21029	12.8469	3.30353	0	0
PROKKA_00473 hypothetical protein	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_00474 hypothetical protein	1095	66.4526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.6825	42.1691	8.6	9.85231	3.4963	1.97059	15.1079	43.8135	0	0
PROKKA_00475 hypothetical protein	357	63.4107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.1111	43.0715	8.60386	3.28442	1.89855	0.819756	21.401	29.1567	0	0
PROKKA_00476 Transcriptional regulatory protein ZraR	1410	76.1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.5516	86.4132	7.41508	3.04447	3.01349	2.49523	19.169	12.3429	0.0865079	0.0817029
PROKKA_00477 Sporulation initiation phosphotransferase F	378	57.3081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.1886	53.5048	5.97368	1.9778	0.640351	0.221714	11.2061	2.0353	0	0
PROKKA_00478 Sensor protein ZraS	1065	70.1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.0076	74.162	8.62295	11.6062	2.12787	1.28973	17.024	16.6929	0	0
PROKKA_00479 Transcriptional regulatory protein ZraR	1326	75.0461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.3682	35.5251	9.94133	14.4526	3.1301	1.34119	17.8155	28.2829	0	0
PROKKA_00480 DNA polymerase III subunit delta	1101	46.5222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.489	66.7888	5.84858	9.28003	1.56887	1.06221	12.3091	12.9222	0	0
PROKKA_00481 hypothetical protein	690	62.3826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.1519	97.7757	7.04444	2.95223	4.87222	5.33286	13.313	6.42678	0	0
PROKKA_00482 Leucine--tRNA ligase	2442	68.7454	0.128709	0.113942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.2801	75.5051	9.1671	20.273	1.94415	1.73505	17.2635	18.4814	0	0
PROKKA_00483 putative methyltransferase YcgJ	609	65.9805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.2288	51.9374	7.54466	4.15156	3.72549	1.58091	14.4575	15.6385	0	0
PROKKA_00484 GMP/IMP nucleotidase YrfG	678	76.5212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.1629	82.0523	9.68939	9.84813	4.02652	1.28916	17.6591	8.75962	0	0
PROKKA_00485 GTP-binding protein EngA	1326	69.4746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.693	49.9266	9.79677	10.9883	3.1199	3.1268	18.9099	37.6482	0	0
PROKKA_00486 hypothetical protein	426	72.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.6594	69.4576	10.1268	12.2881	5.32971	3.58423	22.6232	15.6755	0	0
PROKKA_00487 hypothetical protein	984	65.8162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.3333	123.878	7.73141	7.7494	1.98921	2.25323	14.494	22.3892	0	0
PROKKA_00488 Sigma-W factor	633	67.5733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.882	60.0983	9.78675	25.5603	0.616977	0.234795	19.1304	48.0293	0	0
PROKKA_00489 anti-sigma factor	303	58.7159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.2745	54.2376	7.11765	2.33049	3.97386	1.16443	17.634	15.0455	0	0
PROKKA_00490 putative copper-binding protein	459	65.2328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.657	45.0756	6.74434	5.02781	4.48867	1.38068	11.6505	3.72497	0	0
PROKKA_00491 Cytochrome c oxidase subunit III	369	46.2393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.3151	48.2228	5.33333	5.52586	2.86758	4.24838	19.032	13.0611	0	0
PROKKA_00492 hypothetical protein	1710	61.8412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.2532	46.8121	8.66218	16.3415	1.8859	2.72499	16.4122	26.1348	0	0
PROKKA_00493 succinyl-diaminopimelate desuccinylase	1368	69.7101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.2972	55.9989	10.8711	30.8389	3.25123	1.5775	15.2718	10.6791	0	0
PROKKA_00494 hypothetical protein	456	48.7647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.0131	56.2422	7.91503	4.92104	1.99346	0.291708	6.35948	2.1366	0	0
PROKKA_00495 Elongation factor P	582	69.0397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.1528	46.7315	8.34722	12.2301	2.63889	4.92665	17.4329	10.9374	0	0
PROKKA_00496 Bacteriophage CI repressor helix-turn-helix domain protein	471	60.2224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.785	27.6626	4.32087	1.44359	1.18692	0.258702	19.4237	27.4384	0	0
PROKKA_00497 Blue-light-activated protein	381	70.9409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.8095	40.9	10.2987	5.69534	6.54545	6.85526	20.9177	9.70594	0	0
PROKKA_00498 hypothetical protein	972	66.6238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.8054	40.3896	10.1703	29.7917	4.58029	8.93387	13.8735	4.36766	0	0
PROKKA_00499 Transglutaminase-like superfamily protein	963	66.4806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.7355	27.1352	7.11439	4.22889	2.61132	1.09766	14.8499	11.3711	0	0
PROKKA_00500 hypothetical protein	402	62.9136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.1349	48.2918	11.4325	14.4021	0.928571	0.342044	18.0595	15.4028	0	0
PROKKA_00501 putative secretion ATPase, PEP-CTERM locus subfamily	816	62.378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.6757	51.9371	9.06907	9.96423	2.26727	2.26831	18.6081	24.5163	0	0
PROKKA_00502 Glyoxylate/hydroxypyruvate reductase B	951	51.0354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8801	88.4775	6.73159	7.22675	1.01248	0.499776	15.6167	13.8581	0	0
PROKKA_00503 Lactate utilization protein A	2838	70.981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.3155	49.1245	8.52307	12.1023	2.66927	2.63082	18.3873	34.3646	0	0
PROKKA_00504 hypothetical protein	234	32.0363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5238	5.26147	10.3214	0.323007	0	0	15.3929	0.486948	0	0
PROKKA_00505 hypothetical protein	279	35.5284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.0233	34.2192	2.96124	1.42817	1	0	11.0775	5.94707	0	0
PROKKA_00506 ATP-dependent RNA helicase HrpB	2226	66.0499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.6575	57.8131	8.6999	8.58678	1.50819	1.56651	17.2856	13.9671	0	0
PROKKA_00507 insertion element IS2 transposase InsD	1029	52.4904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.5233	42.7114	6.11377	1.94656	1.22753	1.2059	16.6928	20.3975	0	0
PROKKA_00508 transposase/IS protein	600	57.6106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.0378	54.7492	8.96667	9.31817	0.133333	0.128562	21.9044	41.1071	0	0
PROKKA_00509 hypothetical protein	222	23.5426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.125	0.708725	3	0	1	0	9.73611	0.0655321	0	0
PROKKA_00510 hypothetical protein	1788	55.0473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.7552	78.4037	5.98596	4.04031	1.58242	1.02898	15.8871	11.5275	0	0
PROKKA_00511 Gamma-glutamyl phosphate reductase	1299	74.2319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.6014	58.3353	8.56571	3.6562	1.97998	2.02525	20.3211	9.83823	0	0
PROKKA_00512 hypothetical protein	573	59.6418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.0165	13.8693	8.28605	4.46461	3.88652	9.50669	19.3333	14.7759	0	0
PROKKA_00513 hypothetical protein	621	58.9223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.6645	24.1153	7.81953	13.2279	3.56051	3.08956	13.2081	5.89717	0	0
PROKKA_00514 hypothetical protein	558	63.9336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.9363	23.6445	10.8554	4.26243	1.33578	0.50448	16.2304	8.38871	0	0
PROKKA_00515 Fimbrial assembly protein (PilN)	609	73.4783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.4423	47.6006	5.30937	5.89763	5.00654	7.72457	19.2614	34.9961	0	0
PROKKA_00516 hypothetical protein	1008	65.0818	0	0	0	0	0	0	0	0	0	0	0	0	0.170163	0.144429	0	0	39.3625	50.9854	6.89161	7.15026	3.03613	6.32773	18.2471	19.7264	0	0
PROKKA_00517 Type II traffic warden ATPase	468	61.6876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.0157	52.9058	10.4748	8.91953	2.06604	1.08577	15.8459	9.51287	0	0
PROKKA_00518 putative phosphoketolase	723	72.5426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.2618	166.355	11.0314	18.3248	2.42059	5.09665	16.2112	10.1034	0	0
PROKKA_00519 hypothetical protein	192	22.5673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8095	0	7.64286	0	1.90476	0	13.8095	0	0	0
PROKKA_00520 hypothetical protein	138	8.15942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.53623	0.0289855	2.71739	0	0	0	0.905797	0	0	0
PROKKA_00521 putative restriction endonuclease	951	71.3666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.603	116.655	7.69663	19.4931	3.41074	2.05208	19.7403	15.93	0	0
PROKKA_00522 hypothetical protein	264	47.4917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.4912	32.9869	9.51754	4.83155	3.23684	0.660222	14.6667	3.74328	0	0
PROKKA_00523 hypothetical protein	210	24.7634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.5833	0.0822034	6.3	0.0327684	0	0	7.16667	0.0327684	0	0
PROKKA_00524 hypothetical protein	897	65.0013	0	0	0	0	0	0	0	0	0	0	0	0	0.317269	0.216901	0	0	35.0067	42.5128	11.6586	4.18836	2.82865	7.27442	18.2021	10.8903	0	0
PROKKA_00525 putative N-acetyltransferase YjcF	468	66.849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.6101	44.2545	12.239	12.58	1.55031	1.76807	19.7264	22.8996	0	0
PROKKA_00526 Inositol-1-monophosphatase	798	67.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.3642	101.131	8.58951	7.92807	3.67747	5.67034	16.088	13.6402	0	0
PROKKA_00527 3-isopropylmalate dehydratase small subunit	618	53.4604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.7201	104.587	9.8953	6.40877	1.51923	0.381816	13.2799	8.21347	0	0
PROKKA_00528 3-isopropylmalate dehydratase large subunit	1404	55.7249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.9003	35.5711	8.35726	8.48434	1.66029	3.04706	16.3453	18.9969	0	0
PROKKA_00529 N-acyltransferase YncA	462	60.7474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.5641	48.0824	7.74038	3.70631	2.30769	1.48651	11.875	6.38089	0	0
PROKKA_00530 hypothetical protein	525	46.739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.728	12.1472	6.50667	6.44638	2.09867	3.3052	15.72	11.7142	0	0
PROKKA_00531 MEKHLA domain protein	471	60.4839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.4642	15.2441	9.92212	14.7231	1.38629	0.248131	23.2336	28.8911	0	0
PROKKA_00532 hypothetical protein	228	33.4945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.3205	5.39594	8.73077	0.12271	0.987179	0	12.3205	0.782053	0	0
PROKKA_00533 photosystem I assembly protein Ycf3	789	73.8018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.6714	87.3209	13.1049	20.4959	2.23474	2.97155	19.7887	6.21033	0	0
PROKKA_00534 hypothetical protein	234	36.6732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.8571	2.85313	1.9881	0	5.54762	0.50545	11.3929	0.442197	0	0
PROKKA_00535 hypothetical protein	468	61.4976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.9465	58.4395	10.0031	8.67464	1.36478	3.48797	15.8774	10.661	0	0
PROKKA_00536 Mechanosensitive ion channel	840	72.4288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.8725	50.419	12.4826	9.771	1.83043	2.55614	15.8768	10.0188	0	0
PROKKA_00537 Gluconolactonase precursor	1713	70.435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.4216	47.1774	10.3007	18.7778	3.11836	1.60602	18.1542	33.1194	0	0
PROKKA_00538 Morphology and auto-aggregation control protein	786	64.3215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.6557	41.1652	6.50943	4.15228	1.36792	0.252642	16.2893	23.0734	0	0
PROKKA_00539 Gluconolactonase precursor	1632	64.3973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.5324	28.6994	9.19838	9.93976	2.92713	2.42211	14.2436	19.569	0	0
PROKKA_00540 Cupin domain protein	915	63.7281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.3843	71.9535	9.69935	3.89398	0.986928	0.39658	17.5412	44.8261	0	0
PROKKA_00541 hypothetical protein	450	59.8149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.0233	34.0104	11.49	6.28426	2.60667	0.647446	11.5967	11.592	0	0
PROKKA_00542 Exodeoxyribonuclease III	774	72.7314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.266	99.4413	8.62821	4.43729	4.48237	6.89155	17.3894	54.6347	0	0
PROKKA_00543 hypothetical protein	174	11.1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2083	0	0.958333	0	1	0	9.08333	0	0	0
PROKKA_00544 putative copper-binding protein	366	55.3358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.5463	64.6201	12.1713	7.31609	1.7963	0.765547	11.6898	10.9464	0	0
PROKKA_00545 hypothetical protein	378	45.1916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.2018	39.447	7.65789	6.52747	1.32018	0.223201	17.8728	9.92509	0	0
PROKKA_00546 hypothetical protein	429	52.5453	0	0	0	0	0	0	0	0	0	0	0	0	0.835125	0.138186	0	0	25.5412	21.2931	11.0753	16.8129	4.40143	2.92893	16.9677	21.6989	0.243728	0.192156
PROKKA_00547 hypothetical protein	501	58.0812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.8063	22.0831	6.46154	3.2805	4.11966	1.18781	12.4217	9.85934	0	0
PROKKA_00548 LemA family protein	600	56.6429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.1489	56.6665	8.10444	3.8243	0.335556	0.223454	15.4111	18.5436	0	0
PROKKA_00549 hypothetical protein	921	67.7246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.441	165.982	8.72114	5.97658	3.2166	10.4292	19.3865	37.8747	0	0
PROKKA_00550 hypothetical protein	648	55.7663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.9036	69.8361	5.88353	3.09847	3.01004	0.89103	13.8454	7.18128	0	0
PROKKA_00551 Putrescine oxidase	1374	59.3223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.4877	56.8323	8.29412	6.51372	2.95588	2.42693	17.2623	32.5615	0	0
PROKKA_00552 putative O-linked N-acetylglucosamine transferase, SPINDLY family	615	65.3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.6065	146.23	11.9914	18.6596	1.92688	0.90659	16.7376	17.8109	0	0
PROKKA_00553 Cyclic di-GMP phosphodiesterase response regulator RpfG	642	68.9725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.689	52.2478	8.66667	6.01841	2.02846	1.73226	18.4411	16.2857	0	0
